id,song,artist,album,popularity,duration,genres
4fO7d2FuUIb9YNhNh2HW2A,Amoeba,The Doozers,Full Length Album,43,199165,[]
0wDz1vVrbkoZbS8axgiWZk,Graduation,HYUKOH,24 : How to find true love and happiness,40,253727,"['k-indie', 'korean indie folk', 'korean r&b']"
7sWCTnm9ogAkJ3WSBOtpOv,Everything's Made For Love,Gene Austin,Voice Of The Southland,36,182600,"['big band', 'swing', 'tin pan alley', 'vintage jazz']"
4bfXS9XS9RHQsp0Hmt6jR9,Everytime,愛是唯一,愛是唯一,39,391125,['chinese indie']
2PNOtO2fD3HtUt9t0Heppf,Watering the Garden,Brad stank,Watering the Garden,44,201526,['indie garage rock']
0ingvUHk9iEPbwqmzZDFoU,Drive,Laundry,Affirmation,29,219773,['eugene indie']
2XV5CUyw7gPVi18d718D4f,Plantasia,Mort Garson,Mother Earth's Plantasia,52,201178,"['canadian psychedelic', 'moog', 'space age pop', 'synthesizer']"
34MR0NqiSFGSb9iq2nfIFd,Eclipse,Inner Wave,Underwater Pipe Dreams,53,184798,"['indie garage rock', 'indie pop', 'neo-psychedelic']"
5xlDVleaEAv00nd0DPpbvY,GIRL AT THE BUS STOP,Siamese Cats,TAKE CARE,38,330160,['japanese alternative rock']
0dKWhFl9gjNw8KkD7Ew3C2,逢引,Yuta Orisaka,平成,34,239093,"['japanese alternative pop', 'japanese indie folk', 'shibuya-kei']"
65CJ16OYfumvwqtaN7Ixvq,Take You Back,Purr,Like New,27,216853,[]
56ZV8Ln4fPATAKk9GQVIpC,Bullfrog,Orangutang,EP,31,203046,[]
7CFfGfrq3ACeUTs3Dp1UJ4,Here Comes The Moon - Remastered 2004,George Harrison,George Harrison,48,290080,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
5eQxML6gZi4oX3QW0PjYRS,To Fall Is Not to Fail,Dear Nora,Three States: Rarities 1997-2007,39,170186,"['anti-folk', 'lo-fi', 'twee pop']"
7ckOOf5ZfXzN1DfLGkaexz,"Sicilienne, Op. 78",Gabriel Fauré,Music for Flute & Harp,42,205466,"['classical', 'post-romantic era']"
0EQ6sMcTnMKiN4sgyUCoVh,Paris to the Moon,Video Age,Pop Therapy,32,151426,"['experimental pop', 'indie garage rock', 'neo-psychedelic']"
0NLebGDyFekhMcQKG7xfaP,Ladyfingers,Herb Alpert & The Tijuana Brass,Whipped Cream & Other Delights,52,166293,"['adult standards', 'easy listening', 'lounge']"
1dDUoKaxiCxP2Mhh4ze5el,City Slicker,Ginger Root,City Slicker,45,127038,['oc indie']
4ZUv5GgKcziw6ZjyxUfudU,Sweet Hibiscus Tea,Penelope Scott,The Junkyard 2,67,145343,"['alt z', 'indie pop', 'modern indie pop']"
37r8GI6IBlA6nwYdKpg6nO,pay attention!,underscores,character development!,45,235200,"['escape room', 'future bass', 'glitchcore', 'hyperpop']"
118kolZnbJBQvbOl0D4C71,Daydream In Blue,I Monster,Neveroddoreven,57,223666,"['downtempo', 'electronica', 'trip hop']"
2fDdW9LPYBD5KwYXRYpWce,Sin Triangle,Sidney Gish,No Dogs Allowed,50,268400,"['anti-folk', 'bedroom pop', 'boston indie', 'bubblegrunge', 'indie pop', 'indie rock', 'new jersey indie']"
1YmTsBtaz3K6sazwsXkYWW,"Midnight, The Stars and You",Al Bowlly,The Shining - The Complete British Dance Band Soundtrack,46,208400,"['adult standards', 'big band', 'british dance band', 'swing']"
0UDO0WdSQ94X5lqZBsd2E9,Isabelle,Gabriel Sayer,Isabelle,36,190209,[]
3zY9V0dYqTe1VhwB6NifR0,Goodbye L.A,Blah Blah Blah,This Is for the Time,44,256546,['chicago indie']
26ERfrFbN46EStw5DbLQpQ,A Side / B Side - Acoustic,Tipling Rock,On the Roof (Acoustic),37,154000,['boston indie']
3xA7pDtghMLIzfD3QcIna3,Keep Kool,Winona Forever,Keep Kool,44,144018,['indie garage rock']
3QFxra2jEhDKKUMDmbDXbk,Escargot Blues,Guantanamo Bay Surf Club,Guantanamo Bay Surf Club,47,250500,[]
2UAcIBImO54NSHwXiqxMiY,Blue,Elan Noon,Have a Spirit Filled,33,156673,[]
2iSxljzM8Xw9EEIGBRW1CD,The Way I Feel Inside,The Zombies,Begin Here,54,108573,"['baroque pop', 'british invasion', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']"
2i86vR8ZQkVQGfLdJxjcJ3,I Only Have Eyes for You,Tashaki Miyaki,"Under Cover, Vol. 2",40,194898,['indie dream pop']
0wDz1vVrbkoZbS8axgiWZk,Graduation,HYUKOH,24 : How to find true love and happiness,40,253727,"['k-indie', 'korean indie folk', 'korean r&b']"
58sdjRIAQkWTKxRLOEmck6,You Were My Girl,Palmas,Stay Away / You Were My Girl,38,183000,[]
0ZaRCckBDL0GvmByysdN25,Yokogao (Profile),Taeko Onuki,Piano Nightly,35,159533,"['anime', 'anime score', 'classic city pop', 'japanese new wave', 'techno kayo']"
6wajAULh3C7Oqnh93IntBl,Cold Wind,Jaguar Sun,That Night,36,283750,['ontario indie']
2dwU5i4LKYtVam5diDZBD6,Bicycle Waltz,Goodbye Kumiko,My Wild Arms,36,179520,[]
1Mulvhgt6N8lm7N0btTYUn,"Call It Fate, Call It Karma",Moon Panda,"Call It Fate, Call It Karma",40,240178,[]
703hSWNgehWT0F16awNLr1,Open Window,Jaeden Camstra,Kids' Menu,50,148014,"['chillhop', 'lo-fi beats']"
0zUb5MPkQCcDxqTkXiEIud,She’s My Baby - Remastered 2014,Wings,Wings At The Speed Of Sound (Archive Collection),51,188360,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
7wexkx5e6MEXFTxA8bOHXM,Sophisticated Love,Analogfish,Still Life,39,223236,"['japanese alternative rock', 'japanese indie pop']"
1C66plcGdXFmcWP2uwyZ7q,Little Love,Maddie Jay,Mood Swings,31,199536,['la pop']
55HxOJHsD15wWbuoym4vSx,Sweet Bird,Young Hunting,Hazel,43,237445,['shimmer psych']
3eDodMWE9DfiT0YdmA1ZQb,We Can Be Loved in This World (Demo),Elvis Depressedly,"This Town Needs Music, Vol. 1",39,108931,"['anti-folk', 'asheville indie', 'indie garage rock', 'indie psych-pop', 'lo-fi indie', 'shimmer psych', 'small room']"
5pu3OAD60oYp9D2zxZNLdi,When Your Heart Says Yes - Mac DeMarco Remix,Spookey Ruben,When Your Heart Says Yes (Mac DeMarco Remix),40,210285,[]
2Umz720ywwrJCewAX9Rysd,"Wind color Vector, Op. 48: I. Leeward",Takashi Yoshimatsu,"Ogden, Craig: Guitar Meditations",32,297360,['japanese classical']
0o5Uf6q67o9zC1y4WzpmeD,Hopscotch,Pinc Louds,Hopscotch / Tiger Song,28,202553,['puerto rican indie']
4lomrPZgyfrilub7E92rdj,Niagara Falls,Jaymay,10under2,33,119493,['acoustic pop']
5pQpifE8jMb6NBPQdAovS6,Happy Things,Molly Burman,Happy Things,41,219000,[]
0eYzqP1sVy0LvAc3dL5wE0,Photo,RICEWINE,Flood,39,258051,['melbourne indie']
6ilh0MqS2624PKIIOmxH6R,Dakota,Coconut Records,Goats (Original Score),35,97984,"['indie pop', 'indie rock', 'la indie', 'stomp and holler']"
2Eot25c6UOeLc4jcN3fEQF,BABY BLUE,Fishmans,空中キャンプ,53,369266,"['classic j-rock', 'j-rock', 'japanese dream pop', 'shibuya-kei']"
51ksVBD22pSko3CoTpoHR4,Make Out Song,The Rosebuds,Make Out,41,349320,['classic girl group']
51EMSRpNm9Rg5rGViVCczv,Andromeda,Weyes Blood,Titanic Rising,63,280186,"['art pop', 'experimental folk', 'freak folk', 'indie pop']"
09LbcaIcE3g9SMKIX2yWjB,誰が為にCHAKAPOCOは鳴る,ネクライトーキー,誰が為にCHAKAPOCOは鳴る,36,272002,['japanese alternative rock']
0e9ph5JgSGnHKenrSWzga8,北上のススメ,ネクライトーキー,ZOO!!,42,221760,['japanese alternative rock']
7tdBXBfqfXSWpMaMA8QaES,DADDY ! DADDY ! DO !,Masayuki Suzuki,All Time Rock 'n' Roll,62,254640,['classic j-pop']
43QSsuxazI8xms29SYCtxh,ないものねだり - Revenge THE FIRST TAKE,KANA-BOON,ないものねだり - Revenge THE FIRST TAKE,59,256256,"['anime', 'j-pop', 'j-poprock', 'j-rock']"
21z1GxeHjfD3qkaF5CgCTO,シルエット,KANA-BOON,Time,68,240133,"['anime', 'j-pop', 'j-poprock', 'j-rock']"
2zODsFCEhpGydGIs98ZAZL,I'm sweet on you(BABY I LOVE YOU),Cody・Lee(李),I'm sweet on you(BABY I LOVE YOU),28,300373,['japanese alternative rock']
7jXoUqjqJVQGHDBs9ZGy08,我愛你,Cody・Lee(李),生活のニュース,50,296119,['japanese alternative rock']
7mrTZBfk502J2SAi8rp8jm,Mononoke In The Fiction,Lie and a Chameleon,JUGEM,41,222333,"['j-pixie', 'japanese math rock']"
7b5ZmnRg42LXGAprG0q9hs,オシャレ大作戦,ネクライトーキー,ONE!,41,228093,['japanese alternative rock']
4a7PpWQhMWEIePrVZuOUhj,ICHIDAIJI,POLKADOT STINGRAY,有頂天,54,261000,"['anime rock', 'j-pixie', 'j-pop', 'j-rock', 'kyushu indie']"
0cDSDilvrV0MhO6GPU3DoI,sad but sweet,Gesu No Kiwami Otome,好きなら問わない,48,344253,"['j-pop', 'j-rock']"
4B0iIMQz88iQiMlRP47fJ1,Easy Breezy,chelmico,maze,47,208375,"['japanese alternative rock', 'japanese r&b']"
1GPePbKpTssaJuAlA92G44,鶴,猫戦,鶴 / サテライト,37,220949,['kansai indie']
3q2pvW4oC7aCnVXHSTh45i,幸せのシャナナ,BRADIO,幸せのシャナナ,38,203764,"['j-poprock', 'otacore']"
6JJnqVcOBfIaKXDjZqxOUv,こんがらがった!,ネクライトーキー,ONE!,38,241560,['japanese alternative rock']
0omOcC7cYT5HBBZdFzGx62,夢みるドブネズミ,ネクライトーキー,ZOO!!,25,199733,['japanese alternative rock']
5aWLH25dTcwrVMZOkqj6zq,音楽が嫌いな女の子,ネクライトーキー,MEMORIES,28,197880,['japanese alternative rock']
2yEkzzxVZ4jDE0zRsEoBvO,ボケナスのうた,ネクライトーキー,ZOO!!,24,227840,['japanese alternative rock']
76HrzCtA3XPVrvrkfmh7Pm,ゆらゆら,YeYe,MOTTAINAI,48,279000,['japanese indie pop']
2pfu1oCILxjP2ijdX6PDuJ,勘冴えて悔しいわ,ZUTOMAYO,勘冴えて悔しいわ,51,236026,['j-pop']
7glIl1Qe3E69MZV5mRJkbl,はしゃぎすぎた街の中で僕は一人遠回りした,Gesu No Kiwami Otome,好きなら問わない,49,228560,"['j-pop', 'j-rock']"
579avJHxDcaykcSea1kBNU,Telecaster Stripes,POLKADOT STINGRAY,Honenuki E.P.,49,233198,"['anime rock', 'j-pixie', 'j-pop', 'j-rock', 'kyushu indie']"
1B1dZcsbLB2aHipVRHC25e,めっちゃかわいいうた,ネクライトーキー,ONE!,29,207800,['japanese alternative rock']
3wTGLqNlD8nszqIouHeh8F,Star overhead,the pillows,FooL on CooL generation,42,227253,['hokkaido indie']
2xG6L2NnUjUgtGTK74xoFZ,今夜だけ間違いじゃないことにしてあげる,Awesome City Club,Awesome City Tracks 4,46,283586,"['city pop', 'j-pop', 'j-rock', 'japanese alternative rock', 'japanese r&b']"
2kbbbiM2xmbdL85SALO4Ed,ハイパーベンチレイション,RADWIMPS,携帯電話,41,263586,"['j-pop', 'j-rock', 'japanese emo', 'visual kei']"
1tiLTqE2HSNhqHBTh1tJ9x,異星人と熱帯夜,Cody・Lee(李),異星人と熱帯夜,41,270287,['japanese alternative rock']
6Jb3bpds7blOEtZ1PC2gr1,レモネード,ZOMBIE-CHANG,PETIT PETIT PETIT,19,282626,"['j-indie', 'japanese electropop']"
